tour,prix_propose,prix_plancher,budget_client,marge_actuelle,marge_pct,reaction_client,action_agent,reward,deal_conclu,popularite_dest,saison,phase,negociation_id,destination,nb_personnes
2,3610,3400,3269,210,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,moyenne,1,1813,Thailande,1
3,3430,3400,3269,30,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,moyenne,1,1813,Thailande,1
4,3430,3400,3269,30,0.87,accepte,aucune,3.0,True,0.82,moyenne,1,1813,Thailande,1
1,3059,2737,2859,322,10.53,trop_cher,reduire_5_pct,-5.5,False,0.8,haute,1,1814,"Istanbul, Turquie",1
2,2906,2737,2859,169,5.82,trop_cher,reduire_5_pct,-6.0,False,0.8,haute,1,1814,"Istanbul, Turquie",1
3,2906,2737,2859,169,5.82,accepte,aucune,6.5,True,0.8,haute,1,1814,"Istanbul, Turquie",1
1,3800,3400,3266,400,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,moyenne,1,1815,Thailande,2
2,3610,3400,3266,210,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,moyenne,1,1815,Thailande,2
3,3430,3400,3266,30,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,moyenne,1,1815,Thailande,2
4,3400,3400,3266,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,moyenne,2,1815,Thailande,2
5,3400,3400,3266,0,0.0,accepte,aucune,2.5,True,0.82,moyenne,1,1815,Thailande,2
1,2660,2380,2655,280,10.53,trop_cher,reduire_5_pct,-5.5,False,0.8,moyenne,1,1816,"Istanbul, Turquie",2
2,2660,2380,2655,280,10.53,accepte,aucune,12.0,True,0.8,moyenne,1,1816,"Istanbul, Turquie",2
1,2394,2142,1815,252,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,basse,1,1817,"Rome, Italie",4
2,2274,2142,1815,132,5.8,trop_cher,reduire_5_pct,-6.0,False,0.78,basse,1,1817,"Rome, Italie",4
3,2160,2142,1815,18,0.83,trop_cher,reduire_5_pct,-6.5,False,0.78,basse,1,1817,"Rome, Italie",4
4,2142,2142,1815,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.78,basse,2,1817,"Rome, Italie",4
5,1980,2142,1815,-162,-8.18,trop_cher,proposer_hotels,-7.5,False,0.78,basse,2,1817,"Rome, Italie",4
6,1980,2142,1815,-162,-8.18,trop_cher,proposer_transport,-8.0,False,0.78,basse,2,1817,"Rome, Italie",4
7,1980,2142,1815,-162,-8.18,trop_cher,retirer_excursion,-8.5,False,0.78,basse,2,1817,"Rome, Italie",4
8,1980,2142,1815,-162,-8.18,trop_cher,retirer_assurance,-9.0,False,0.78,basse,2,1817,"Rome, Italie",4
9,1980,2142,1815,-162,-8.18,trop_cher,refuser_negociation,-9.5,False,0.78,basse,3,1817,"Rome, Italie",4
1,2660,2380,2402,280,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,moyenne,1,1818,"Rome, Italie",4
2,2527,2380,2402,147,5.82,trop_cher,reduire_5_pct,-6.0,False,0.78,moyenne,1,1818,"Rome, Italie",4
3,2401,2380,2402,21,0.87,trop_cher,reduire_5_pct,-6.5,False,0.78,moyenne,1,1818,"Rome, Italie",4
4,2401,2380,2402,21,0.87,accepte,aucune,3.0,True,0.78,moyenne,1,1818,"Rome, Italie",4
1,2800,2380,2935,420,15.0,accepte,aucune,12.5,True,0.78,moyenne,1,1819,"Rome, Italie",2
1,2374,2124,2100,250,10.53,trop_cher,reduire_5_pct,-5.5,False,0.75,moyenne,1,1820,"Marrakech, Maroc",2
2,2255,2124,2100,131,5.81,trop_cher,reduire_5_pct,-6.0,False,0.75,moyenne,1,1820,"Marrakech, Maroc",2
3,2142,2124,2100,18,0.84,trop_cher,reduire_5_pct,-6.5,False,0.75,moyenne,1,1820,"Marrakech, Maroc",2
4,2142,2124,2100,18,0.84,accepte,aucune,3.0,True,0.75,moyenne,1,1820,"Marrakech, Maroc",2
1,4500,3825,4494,675,15.0,accepte,aucune,12.5,True,0.95,moyenne,1,1821,"La Mecque, Arabie Saoudite",4
1,4560,4080,4140,480,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,moyenne,1,1822,"Dubai, EAU",2
2,4332,4080,4140,252,5.82,trop_cher,reduire_5_pct,-6.0,False,0.85,moyenne,1,1822,"Dubai, EAU",2
3,4332,4080,4140,252,5.82,accepte,aucune,6.5,True,0.85,moyenne,1,1822,"Dubai, EAU",2
1,4370,3910,3801,460,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,haute,1,1823,Thailande,2
2,4152,3910,3801,242,5.83,trop_cher,reduire_5_pct,-6.0,False,0.82,haute,1,1823,Thailande,2
3,3944,3910,3801,34,0.86,trop_cher,reduire_5_pct,-6.5,False,0.82,haute,1,1823,Thailande,2
4,3910,3910,3801,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,haute,2,1823,Thailande,2
5,3910,3910,3801,0,0.0,accepte,aucune,2.5,True,0.82,haute,1,1823,Thailande,2
1,2660,2380,2431,280,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,moyenne,1,1824,"Rome, Italie",1
2,2527,2380,2431,147,5.82,trop_cher,reduire_5_pct,-6.0,False,0.78,moyenne,1,1824,"Rome, Italie",1
3,2527,2380,2431,147,5.82,accepte,aucune,6.5,True,0.78,moyenne,1,1824,"Rome, Italie",1
1,4916,4399,3900,517,10.52,trop_cher,reduire_5_pct,-5.5,False,0.95,haute,1,1825,"La Mecque, Arabie Saoudite",2
2,4670,4399,3900,271,5.8,trop_cher,reduire_5_pct,-6.0,False,0.95,haute,1,1825,"La Mecque, Arabie Saoudite",2
3,4436,4399,3900,37,0.83,trop_cher,reduire_5_pct,-6.5,False,0.95,haute,1,1825,"La Mecque, Arabie Saoudite",2
4,4399,4399,3900,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.95,haute,2,1825,"La Mecque, Arabie Saoudite",2
5,4047,4399,3900,-352,-8.7,trop_cher,proposer_hotels,-7.5,False,0.95,haute,2,1825,"La Mecque, Arabie Saoudite",2
6,4047,4399,3900,-352,-8.7,accepte,aucune,-2.0,True,0.95,haute,1,1825,"La Mecque, Arabie Saoudite",2
1,4560,4080,4337,480,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,moyenne,1,1826,"Dubai, EAU",4
2,4560,4080,4337,480,10.53,accepte,aucune,12.0,True,0.85,moyenne,1,1826,"Dubai, EAU",4
1,2800,2380,2894,420,15.0,accepte,aucune,12.5,True,0.8,moyenne,1,1827,"Istanbul, Turquie",1
1,2564,2294,1854,270,10.53,trop_cher,reduire_5_pct,-5.5,False,0.9,moyenne,1,1828,"Paris, France",1
2,2436,2294,1854,142,5.83,trop_cher,reduire_5_pct,-6.0,False,0.9,moyenne,1,1828,"Paris, France",1
3,2314,2294,1854,20,0.86,trop_cher,reduire_5_pct,-6.5,False,0.9,moyenne,1,1828,"Paris, France",1
4,2294,2294,1854,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.9,moyenne,2,1828,"Paris, France",1
5,2110,2294,1854,-184,-8.72,trop_cher,proposer_hotels,-7.5,False,0.9,moyenne,2,1828,"Paris, France",1
6,2100,2294,1854,-194,-9.24,trop_cher,proposer_transport,-8.0,False,0.9,moyenne,2,1828,"Paris, France",1
7,2100,2294,1854,-194,-9.24,trop_cher,retirer_excursion,-8.5,False,0.9,moyenne,2,1828,"Paris, France",1
8,2100,2294,1854,-194,-9.24,trop_cher,retirer_assurance,-9.0,False,0.9,moyenne,2,1828,"Paris, France",1
9,2100,2294,1854,-194,-9.24,trop_cher,refuser_negociation,-9.5,False,0.9,moyenne,3,1828,"Paris, France",1
1,5520,4692,5307,828,15.0,accepte,aucune,12.5,True,0.85,haute,1,1829,"Dubai, EAU",2
1,5175,4399,5954,776,15.0,accepte,aucune,12.5,True,0.95,haute,1,1830,"La Mecque, Arabie Saoudite",4
1,4560,4080,4049,480,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,moyenne,1,1831,"Dubai, EAU",1
2,4332,4080,4049,252,5.82,trop_cher,reduire_5_pct,-6.0,False,0.85,moyenne,1,1831,"Dubai, EAU",1
3,4115,4080,4049,35,0.85,trop_cher,reduire_5_pct,-6.5,False,0.85,moyenne,1,1831,"Dubai, EAU",1
4,4115,4080,4049,35,0.85,accepte,aucune,3.0,True,0.85,moyenne,1,1831,"Dubai, EAU",1
1,2564,2294,2569,270,10.53,trop_cher,reduire_5_pct,-5.5,False,0.9,moyenne,1,1832,"Paris, France",3
2,2564,2294,2569,270,10.53,accepte,aucune,12.0,True,0.9,moyenne,1,1832,"Paris, France",3
1,2800,2380,3050,420,15.0,accepte,aucune,12.5,True,0.78,moyenne,1,1833,"Rome, Italie",2
1,3162,2688,3465,474,14.99,accepte,aucune,12.5,True,0.76,haute,1,1834,"Barcelone, Espagne",2
1,3800,3400,2830,400,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,moyenne,1,1835,Thailande,3
2,3610,3400,2830,210,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,moyenne,1,1835,Thailande,3
3,3430,3400,2830,30,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,moyenne,1,1835,Thailande,3
4,3400,3400,2830,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,moyenne,2,1835,Thailande,3
5,3128,3400,2830,-272,-8.7,trop_cher,proposer_hotels,-7.5,False,0.82,moyenne,2,1835,Thailande,3
6,3100,3400,2830,-300,-9.68,trop_cher,proposer_transport,-8.0,False,0.82,moyenne,2,1835,Thailande,3
7,3100,3400,2830,-300,-9.68,trop_cher,retirer_excursion,-8.5,False,0.82,moyenne,2,1835,Thailande,3
8,3100,3400,2830,-300,-9.68,trop_cher,retirer_assurance,-9.0,False,0.82,moyenne,2,1835,Thailande,3
9,3100,3400,2830,-300,-9.68,trop_cher,refuser_negociation,-9.5,False,0.82,moyenne,3,1835,Thailande,3
1,2660,2380,2267,280,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,moyenne,1,1836,"Rome, Italie",4
2,2527,2380,2267,147,5.82,trop_cher,reduire_5_pct,-6.0,False,0.78,moyenne,1,1836,"Rome, Italie",4
3,2401,2380,2267,21,0.87,trop_cher,reduire_5_pct,-6.5,False,0.78,moyenne,1,1836,"Rome, Italie",4
4,2380,2380,2267,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.78,moyenne,2,1836,"Rome, Italie",4
5,2380,2380,2267,0,0.0,accepte,aucune,0.5,True,0.78,moyenne,1,1836,"Rome, Italie",4
1,2520,2142,2421,378,15.0,accepte,aucune,12.5,True,0.78,basse,1,1837,"Rome, Italie",1
1,2800,2380,2822,420,15.0,accepte,aucune,12.5,True,0.78,moyenne,1,1838,"Rome, Italie",4
1,3059,2737,3115,322,10.53,trop_cher,reduire_5_pct,-5.5,False,0.8,haute,1,1839,"Istanbul, Turquie",4
2,3059,2737,3115,322,10.53,accepte,aucune,12.0,True,0.8,haute,1,1839,"Istanbul, Turquie",4
1,2429,2065,2645,364,14.99,accepte,aucune,12.5,True,0.9,basse,1,1840,"Paris, France",3
1,4800,4080,5190,720,15.0,accepte,aucune,12.5,True,0.85,moyenne,1,1841,"Dubai, EAU",2
1,4600,3910,4625,690,15.0,accepte,aucune,12.5,True,0.82,haute,1,1842,Thailande,2
1,3420,3060,3155,360,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,basse,1,1843,Thailande,4
2,3249,3060,3155,189,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,basse,1,1843,Thailande,4
3,3249,3060,3155,189,5.82,accepte,aucune,6.5,True,0.82,basse,1,1843,Thailande,4
1,2660,2380,2709,280,10.53,trop_cher,reduire_5_pct,-5.5,False,0.8,moyenne,1,1844,"Istanbul, Turquie",2
2,2660,2380,2709,280,10.53,accepte,aucune,12.0,True,0.8,moyenne,1,1844,"Istanbul, Turquie",2
1,4800,4080,4712,720,15.0,accepte,aucune,12.5,True,0.85,moyenne,1,1845,"Dubai, EAU",4
1,2564,2294,2079,270,10.53,trop_cher,reduire_5_pct,-5.5,False,0.9,moyenne,1,1846,"Paris, France",4
2,2436,2294,2079,142,5.83,trop_cher,reduire_5_pct,-6.0,False,0.9,moyenne,1,1846,"Paris, France",4
3,2314,2294,2079,20,0.86,trop_cher,reduire_5_pct,-6.5,False,0.9,moyenne,1,1846,"Paris, France",4
4,2294,2294,2079,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.9,moyenne,2,1846,"Paris, France",4
5,2110,2294,2079,-184,-8.72,trop_cher,proposer_hotels,-7.5,False,0.9,moyenne,2,1846,"Paris, France",4
6,2110,2294,2079,-184,-8.72,accepte,aucune,-2.0,True,0.9,moyenne,1,1846,"Paris, France",4
1,3800,3400,3184,400,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,moyenne,1,1847,Thailande,2
2,3610,3400,3184,210,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,moyenne,1,1847,Thailande,2
3,3430,3400,3184,30,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,moyenne,1,1847,Thailande,2
4,3400,3400,3184,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,moyenne,2,1847,Thailande,2
5,3400,3400,3184,0,0.0,accepte,aucune,2.5,True,0.82,moyenne,1,1847,Thailande,2
1,4000,3400,4163,600,15.0,accepte,aucune,12.5,True,0.82,moyenne,1,1848,Thailande,2
1,4000,3400,4742,600,15.0,accepte,aucune,12.5,True,0.82,moyenne,1,1849,Thailande,2
1,5244,4692,5091,552,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,haute,1,1850,"Dubai, EAU",3
2,5244,4692,5091,552,10.53,accepte,aucune,12.0,True,0.85,haute,1,1850,"Dubai, EAU",3
1,2750,2338,3273,412,14.98,accepte,aucune,12.5,True,0.76,moyenne,1,1851,"Barcelone, Espagne",1
1,2394,2142,1998,252,10.53,trop_cher,reduire_5_pct,-5.5,False,0.8,basse,1,1852,"Istanbul, Turquie",1
2,2274,2142,1998,132,5.8,trop_cher,reduire_5_pct,-6.0,False,0.8,basse,1,1852,"Istanbul, Turquie",1
3,2160,2142,1998,18,0.83,trop_cher,reduire_5_pct,-6.5,False,0.8,basse,1,1852,"Istanbul, Turquie",1
4,2142,2142,1998,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.8,basse,2,1852,"Istanbul, Turquie",1
5,1980,2142,1998,-162,-8.18,trop_cher,proposer_hotels,-7.5,False,0.8,basse,2,1852,"Istanbul, Turquie",1
6,1980,2142,1998,-162,-8.18,accepte,aucune,-2.0,True,0.8,basse,1,1852,"Istanbul, Turquie",1
1,2699,2294,2529,405,15.01,accepte,aucune,12.5,True,0.9,moyenne,1,1853,"Paris, France",2
1,2499,2124,2832,375,15.01,accepte,aucune,12.5,True,0.75,moyenne,1,1854,"Marrakech, Maroc",4
1,4560,4080,3421,480,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,moyenne,1,1855,"Dubai, EAU",4
2,4332,4080,3421,252,5.82,trop_cher,reduire_5_pct,-6.0,False,0.85,moyenne,1,1855,"Dubai, EAU",4
3,4115,4080,3421,35,0.85,trop_cher,reduire_5_pct,-6.5,False,0.85,moyenne,1,1855,"Dubai, EAU",4
4,4080,4080,3421,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.85,moyenne,2,1855,"Dubai, EAU",4
5,3800,4080,3421,-280,-7.37,trop_cher,proposer_hotels,-7.5,False,0.85,moyenne,2,1855,"Dubai, EAU",4
6,3800,4080,3421,-280,-7.37,trop_cher,proposer_transport,-8.0,False,0.85,moyenne,2,1855,"Dubai, EAU",4
7,3800,4080,3421,-280,-7.37,trop_cher,retirer_excursion,-8.5,False,0.85,moyenne,2,1855,"Dubai, EAU",4
8,3800,4080,3421,-280,-7.37,trop_cher,retirer_assurance,-9.0,False,0.85,moyenne,2,1855,"Dubai, EAU",4
9,3800,4080,3421,-280,-7.37,trop_cher,refuser_negociation,-9.5,False,0.85,moyenne,3,1855,"Dubai, EAU",4
1,5175,4399,5515,776,15.0,accepte,aucune,12.5,True,0.95,haute,1,1856,"La Mecque, Arabie Saoudite",2
1,4370,3910,4292,460,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,haute,1,1857,Thailande,2
2,4370,3910,4292,460,10.53,accepte,aucune,12.0,True,0.82,haute,1,1857,Thailande,2
1,4500,3825,4406,675,15.0,accepte,aucune,12.5,True,0.95,moyenne,1,1858,"La Mecque, Arabie Saoudite",3
1,3800,3400,2716,400,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,moyenne,1,1859,Thailande,1
2,3610,3400,2716,210,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,moyenne,1,1859,Thailande,1
3,3430,3400,2716,30,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,moyenne,1,1859,Thailande,1
4,3400,3400,2716,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,moyenne,2,1859,Thailande,1
5,3128,3400,2716,-272,-8.7,trop_cher,proposer_hotels,-7.5,False,0.82,moyenne,2,1859,Thailande,1
6,3100,3400,2716,-300,-9.68,trop_cher,proposer_transport,-8.0,False,0.82,moyenne,2,1859,Thailande,1
7,3100,3400,2716,-300,-9.68,trop_cher,retirer_excursion,-8.5,False,0.82,moyenne,2,1859,Thailande,1
8,3100,3400,2716,-300,-9.68,trop_cher,retirer_assurance,-9.0,False,0.82,moyenne,2,1859,Thailande,1
9,3100,3400,2716,-300,-9.68,trop_cher,refuser_negociation,-9.5,False,0.82,moyenne,3,1859,Thailande,1
1,2800,2380,3023,420,15.0,accepte,aucune,12.5,True,0.78,moyenne,1,1860,"Rome, Italie",2
1,2308,2065,1862,243,10.53,trop_cher,reduire_5_pct,-5.5,False,0.9,basse,1,1861,"Paris, France",4
2,2193,2065,1862,128,5.84,trop_cher,reduire_5_pct,-6.0,False,0.9,basse,1,1861,"Paris, France",4
3,2083,2065,1862,18,0.86,trop_cher,reduire_5_pct,-6.5,False,0.9,basse,1,1861,"Paris, France",4
4,2065,2065,1862,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.9,basse,2,1861,"Paris, France",4
5,1900,2065,1862,-165,-8.68,trop_cher,proposer_hotels,-7.5,False,0.9,basse,2,1861,"Paris, France",4
6,1900,2065,1862,-165,-8.68,accepte,aucune,-2.0,True,0.9,basse,1,1861,"Paris, France",4
1,4370,3910,3708,460,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,haute,1,1862,Thailande,3
2,4152,3910,3708,242,5.83,trop_cher,reduire_5_pct,-6.0,False,0.82,haute,1,1862,Thailande,3
3,3944,3910,3708,34,0.86,trop_cher,reduire_5_pct,-6.5,False,0.82,haute,1,1862,Thailande,3
4,3944,3910,3708,34,0.86,accepte,aucune,3.0,True,0.82,haute,1,1862,Thailande,3
1,3059,2737,2730,322,10.53,trop_cher,reduire_5_pct,-5.5,False,0.78,haute,1,1863,"Rome, Italie",4
2,2906,2737,2730,169,5.82,trop_cher,reduire_5_pct,-6.0,False,0.78,haute,1,1863,"Rome, Italie",4
3,2906,2737,2730,169,5.82,accepte,aucune,6.5,True,0.78,haute,1,1863,"Rome, Italie",4
1,2699,2294,2723,405,15.01,accepte,aucune,12.5,True,0.9,moyenne,1,1864,"Paris, France",2
1,4560,4080,3842,480,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,moyenne,1,1865,"Dubai, EAU",4
2,4332,4080,3842,252,5.82,trop_cher,reduire_5_pct,-6.0,False,0.85,moyenne,1,1865,"Dubai, EAU",4
3,4115,4080,3842,35,0.85,trop_cher,reduire_5_pct,-6.5,False,0.85,moyenne,1,1865,"Dubai, EAU",4
4,4115,4080,3842,35,0.85,accepte,aucune,3.0,True,0.85,moyenne,1,1865,"Dubai, EAU",4
1,4104,3672,3840,432,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,basse,1,1866,"Dubai, EAU",1
2,3899,3672,3840,227,5.82,trop_cher,reduire_5_pct,-6.0,False,0.85,basse,1,1866,"Dubai, EAU",1
3,3899,3672,3840,227,5.82,accepte,aucune,6.5,True,0.85,basse,1,1866,"Dubai, EAU",1
1,2564,2294,2294,270,10.53,trop_cher,reduire_5_pct,-5.5,False,0.9,moyenne,1,1867,"Paris, France",1
2,2436,2294,2294,142,5.83,trop_cher,reduire_5_pct,-6.0,False,0.9,moyenne,1,1867,"Paris, France",1
3,2314,2294,2294,20,0.86,trop_cher,reduire_5_pct,-6.5,False,0.9,moyenne,1,1867,"Paris, France",1
4,2314,2294,2294,20,0.86,accepte,aucune,3.0,True,0.9,moyenne,1,1867,"Paris, France",1
1,2949,2638,2668,311,10.55,trop_cher,reduire_5_pct,-5.5,False,0.9,haute,1,1868,"Paris, France",3
2,2802,2638,2668,164,5.85,trop_cher,reduire_5_pct,-6.0,False,0.9,haute,1,1868,"Paris, France",3
3,2662,2638,2668,24,0.9,trop_cher,reduire_5_pct,-6.5,False,0.9,haute,1,1868,"Paris, France",3
4,2662,2638,2668,24,0.9,accepte,aucune,3.0,True,0.9,haute,1,1868,"Paris, France",3
1,2394,2142,1767,252,10.53,trop_cher,reduire_5_pct,-5.5,False,0.8,basse,1,1869,"Istanbul, Turquie",4
2,2274,2142,1767,132,5.8,trop_cher,reduire_5_pct,-6.0,False,0.8,basse,1,1869,"Istanbul, Turquie",4
3,2160,2142,1767,18,0.83,trop_cher,reduire_5_pct,-6.5,False,0.8,basse,1,1869,"Istanbul, Turquie",4
4,2142,2142,1767,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.8,basse,2,1869,"Istanbul, Turquie",4
5,1980,2142,1767,-162,-8.18,trop_cher,proposer_hotels,-7.5,False,0.8,basse,2,1869,"Istanbul, Turquie",4
6,1980,2142,1767,-162,-8.18,trop_cher,proposer_transport,-8.0,False,0.8,basse,2,1869,"Istanbul, Turquie",4
7,1980,2142,1767,-162,-8.18,trop_cher,retirer_excursion,-8.5,False,0.8,basse,2,1869,"Istanbul, Turquie",4
8,1980,2142,1767,-162,-8.18,trop_cher,retirer_assurance,-9.0,False,0.8,basse,2,1869,"Istanbul, Turquie",4
9,1980,2142,1767,-162,-8.18,trop_cher,refuser_negociation,-9.5,False,0.8,basse,3,1869,"Istanbul, Turquie",4
1,4104,3672,3123,432,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,basse,1,1870,"Dubai, EAU",2
2,3899,3672,3123,227,5.82,trop_cher,reduire_5_pct,-6.0,False,0.85,basse,1,1870,"Dubai, EAU",2
3,3704,3672,3123,32,0.86,trop_cher,reduire_5_pct,-6.5,False,0.85,basse,1,1870,"Dubai, EAU",2
4,3672,3672,3123,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.85,basse,2,1870,"Dubai, EAU",2
5,3420,3672,3123,-252,-7.37,trop_cher,proposer_hotels,-7.5,False,0.85,basse,2,1870,"Dubai, EAU",2
6,3420,3672,3123,-252,-7.37,trop_cher,proposer_transport,-8.0,False,0.85,basse,2,1870,"Dubai, EAU",2
7,3420,3672,3123,-252,-7.37,trop_cher,retirer_excursion,-8.5,False,0.85,basse,2,1870,"Dubai, EAU",2
8,3420,3672,3123,-252,-7.37,trop_cher,retirer_assurance,-9.0,False,0.85,basse,2,1870,"Dubai, EAU",2
9,3420,3672,3123,-252,-7.37,trop_cher,refuser_negociation,-9.5,False,0.85,basse,3,1870,"Dubai, EAU",2
1,2374,2124,1904,250,10.53,trop_cher,reduire_5_pct,-5.5,False,0.75,moyenne,1,1871,"Marrakech, Maroc",1
2,2255,2124,1904,131,5.81,trop_cher,reduire_5_pct,-6.0,False,0.75,moyenne,1,1871,"Marrakech, Maroc",1
3,2142,2124,1904,18,0.84,trop_cher,reduire_5_pct,-6.5,False,0.75,moyenne,1,1871,"Marrakech, Maroc",1
4,2124,2124,1904,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.75,moyenne,2,1871,"Marrakech, Maroc",1
5,1954,2124,1904,-170,-8.7,trop_cher,proposer_hotels,-7.5,False,0.75,moyenne,2,1871,"Marrakech, Maroc",1
6,1954,2124,1904,-170,-8.7,accepte,aucune,-2.0,True,0.75,moyenne,1,1871,"Marrakech, Maroc",1
1,4560,4080,3608,480,10.53,trop_cher,reduire_5_pct,-5.5,False,0.85,moyenne,1,1872,"Dubai, EAU",2
2,4332,4080,3608,252,5.82,trop_cher,reduire_5_pct,-6.0,False,0.85,moyenne,1,1872,"Dubai, EAU",2
3,4115,4080,3608,35,0.85,trop_cher,reduire_5_pct,-6.5,False,0.85,moyenne,1,1872,"Dubai, EAU",2
4,4080,4080,3608,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.85,moyenne,2,1872,"Dubai, EAU",2
5,3800,4080,3608,-280,-7.37,trop_cher,proposer_hotels,-7.5,False,0.85,moyenne,2,1872,"Dubai, EAU",2
6,3800,4080,3608,-280,-7.37,trop_cher,proposer_transport,-8.0,False,0.85,moyenne,2,1872,"Dubai, EAU",2
7,3800,4080,3608,-280,-7.37,accepte,aucune,-2.5,True,0.85,moyenne,1,1872,"Dubai, EAU",2
1,2660,2380,1884,280,10.53,trop_cher,reduire_5_pct,-5.5,False,0.8,moyenne,1,1873,"Istanbul, Turquie",2
2,2527,2380,1884,147,5.82,trop_cher,reduire_5_pct,-6.0,False,0.8,moyenne,1,1873,"Istanbul, Turquie",2
3,2401,2380,1884,21,0.87,trop_cher,reduire_5_pct,-6.5,False,0.8,moyenne,1,1873,"Istanbul, Turquie",2
4,2380,2380,1884,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.8,moyenne,2,1873,"Istanbul, Turquie",2
5,2200,2380,1884,-180,-8.18,trop_cher,proposer_hotels,-7.5,False,0.8,moyenne,2,1873,"Istanbul, Turquie",2
6,2200,2380,1884,-180,-8.18,trop_cher,proposer_transport,-8.0,False,0.8,moyenne,2,1873,"Istanbul, Turquie",2
7,2200,2380,1884,-180,-8.18,trop_cher,retirer_excursion,-8.5,False,0.8,moyenne,2,1873,"Istanbul, Turquie",2
8,2200,2380,1884,-180,-8.18,trop_cher,retirer_assurance,-9.0,False,0.8,moyenne,2,1873,"Istanbul, Turquie",2
9,2200,2380,1884,-180,-8.18,trop_cher,refuser_negociation,-9.5,False,0.8,moyenne,3,1873,"Istanbul, Turquie",2
1,3104,2638,3411,466,15.01,accepte,aucune,12.5,True,0.9,haute,1,1874,"Paris, France",4
1,3420,3060,2847,360,10.53,trop_cher,reduire_5_pct,-5.5,False,0.82,basse,1,1875,Thailande,4
2,3249,3060,2847,189,5.82,trop_cher,reduire_5_pct,-6.0,False,0.82,basse,1,1875,Thailande,4
3,3087,3060,2847,27,0.87,trop_cher,reduire_5_pct,-6.5,False,0.82,basse,1,1875,Thailande,4
4,3060,3060,2847,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.82,basse,2,1875,Thailande,4
5,2815,3060,2847,-245,-8.7,trop_cher,proposer_hotels,-7.5,False,0.82,basse,2,1875,Thailande,4
6,2815,3060,2847,-245,-8.7,accepte,aucune,-2.0,True,0.82,basse,1,1875,Thailande,4
1,2800,2380,3282,420,15.0,accepte,aucune,12.5,True,0.8,moyenne,1,1876,"Istanbul, Turquie",2
1,2308,2065,1860,243,10.53,trop_cher,reduire_5_pct,-5.5,False,0.9,basse,1,1877,"Paris, France",2
2,2193,2065,1860,128,5.84,trop_cher,reduire_5_pct,-6.0,False,0.9,basse,1,1877,"Paris, France",2
3,2083,2065,1860,18,0.86,trop_cher,reduire_5_pct,-6.5,False,0.9,basse,1,1877,"Paris, France",2
4,2065,2065,1860,0,0.0,trop_cher,reduire_5_pct,-7.0,False,0.9,basse,2,1877,"Paris, France",2
